,date,username,retweets,text,mentions,hashtags
927,8/18/2018 5:40,aartic02,108,"CM calls an Emergency meeting on KeralaFloods to discuss what more can be done to expedite Relief measures in Kerala. *Deputy CM, Delhi CS, Kerala Resident Commissioner to attend the meeting. *Delhi Govt already contributed Rs 10 Cr. Towards KeralaFloodRelief",@ArvindKejriwal,#KeralaFloods #KeralaFloodRelief
928,8/18/2018 5:39,MajorPoonia,236,Urgent Help Needed KeralaFloods 2 Elderly couples need urgent evacuation in Aaratupuzha of district Pathanamthitta as water level is rising dangerously Google Location n address is given in below Pics !pic.twitter.com/kzfSUxlczl,@adgpi @indiannavy @IAF_MCC @NDRFHQ,#KeralaFloods
929,8/18/2018 5:31,DaaruBaazMehta,87,"JUST IN CM calls emergency meeting with Dy CM , Ministers, Chief Secy & Resident Commissioner of Kerala to discuss on KeralaFloods at 4 PM Delhi Govt plans offering additional supoort of essential commodities for the flood hit Kerala Donate4Kerala",@ArvindKejriwal @msisodia,#KeralaFloods #Donate4Kerala
931,8/18/2018 5:22,excomradekerala,107,Mr you've the sole responsibility of what is happening in Chengannur KeralaFloods Both and begged to you to hand over full control to the Army but you laughed at them. Now Commies have started blame game to cover up State Govt' gross negligence,@CMOKerala @INCIndia @BJP4Keralam,#KeralaFloods
934,8/18/2018 5:05,BDUTT,131,And this is the amazing Capt P Rajkumar of the who winced up the 26 survivors in his Seaking. He received a Shaurya Chakra on Independence Day for his Daredevil rescue ops in Cyclone Ockhi. Now back to saving lives keralafloods pic.twitter.com/y9blcDETnS,@indiannavy,#keralafloods
937,8/18/2018 5:00,arunjei,230,"Kerala CM demanded RS 2000 crores emergency help from Centre citing total losses worth RS 19512 crores based on first estimate. Centre has now announced an emergency grant of Rs 500 crore, says Kerala CM's office keralafloods.twitter.com/aVgiuRBaj2",@IndianExpresspic,#keralafloods
939,8/18/2018 4:55,virendersehwag,1119,Getting a lot of information about the dire situation in Chengannur. Am sure it is one of the priorities of rescue & relief teams. KeralaFloods,@indiannavy @IndiaCoastGuard,#KeralaFloods
943,8/18/2018 4:47,shipmin_india,87,Sea -trade fraternity comes together for KERALA. - 5 TEUs of Relief material sent to Cochin via coastal shipping from TUTICORIN - Joint initiative by port stakeholders. - Containers to reach Cochin BY SUNDAY. KeralaFloods pic.twitter.com/yWxbR66fNB,@vocporttrust,#KeralaFloods
962,8/18/2018 3:16,imanojprabakar,163,Dear Kindly suspend Toll charge for Kerala sometime. It may help people to extend their help easily. KeralaFloods,@nitin_gadkari,#KeralaFloods
964,8/18/2018 3:03,sandeepfromvns,156,Prime Minister Ji arrives in Kochi. Sirji you are setting such an excellent example which motivates every Indian KeralaFloods SaturdayMorning SaturdayMotivationpic.twitter.com/wb388cRKWi,@narendramodi,#KeralaFloods #SaturdayMorning #SaturdayMotivationpic
966,8/18/2018 3:02,timesofindia,125,Prime Minister arrives in Kochi KeralaFloods LIVE updates http://toi.in/urRI6b pic.twitter.com/ppH85gkyJh,@narendramodi,#KeralaFloods
967,8/18/2018 2:46,shreyadhoundial,651,"Meet the Hero flying that Chopper. Capt Rajkumar (shaurya chakra) winched 26 people to safety yesterday , hovering bewteen trees , testing the limits of man and machine. By the end of it he had 32 people in his Seaking. A record of sorts. Salute KeralaFloods.twitter.com/iPooaDnnz0",@indiannavypic,#Salute #KeralaFloods
969,8/18/2018 2:28,slakster,754,The Hindu Group is raising funds for Kerala. Please spread the word. Details in today. KeralaFloods pic.twitter.com/dOaEgVV4Zp,@the_hindu,#KeralaFloods
973,8/18/2018 1:58,writetake,40,"Woke up to this inspiring tweet from which said that Capt P Rajkumar, SC, winching up 26 people yesterday with SK533, a Seaking 42B, hovering between trees & in the limits of man-machine. 26 survivors + 5 crew = 32 souls onboard. Take a bow Capt Raj & Co KeralaFloods pic.twitter.com/cEPET206Lr",@indiannavy,#KeralaFloods
974,8/18/2018 1:56,mssirsa,1112,"Humbled to share how has come forward to help flood victims in Kerala Guru Ka Langar being prepared at Gurdwara Sri Singh Sabha, Kochi, Kerala for flood victims Let us all share their goodness & Donate funds for Kerala Flood Relief IndiaForKerala KeralaFloods pic.twitter.com/capDgZiasU",@Khalsa_Aid,#IndiaForKerala #KeralaFloods
977,8/18/2018 1:39,rameshlaus,59,Chengannur needs immediate air-lifting of its residents.. The situation is very alarming.. keralafloods kerala SaveChengannurpic.twitter.com/l9RuqtEjGR,@PMOIndia @narendramodi,#Chengannur #keralafloods #kerala #SaveChengannurpic
979,8/18/2018 0:48,DDNewsLive,59,"PM reaches Kerala to take stock of flood situation; National Crisis Management Committee meets again; NDRF, Army, Navy, Air Force and other agencies step up rescue and relief operations KeralaFloods pic.twitter.com/eiNw7lvfPr",@narendramodi,#Kerala #KeralaFloods
981,8/17/2018 23:40,ByRakeshSimha,35,"PM walked the entire route of ABV's funeral procession: hours later he is in Kerala. Meanwhile, State politicians tasked with flood relief in Kottayam district, K Raju of Communist Party and Muslim League MP Mohammed Basheer, are on junket in Germany. KeralaFloods pic.twitter.com/bBHgWFYtaZ",@narendramodi,#KeralaFloods
987,8/17/2018 21:21,RajeevSrinivasa,91,When KeralaFloods subside I hope we will remember one name: gadgil. His report predicted calamity if western ghats were not protected. Of course vested interests pooh poohed him,@vivakermani,#KeralaFloods #gadgil
989,8/17/2018 20:40,ShashiTharoor,212,"Same story: ICAR UG entrance exam is scheduled to be held this Sunday,19th August. Because of KeralaFloods it will be very difficult for most Keralites to reach exam centres. Could postpone the exams or do a repeat exam for affected Keralites? â¦",@icarindia,#KeralaFloods
992,8/17/2018 20:13,smitha_tk,36,"""Please ask Modi to give us helicopters... please please, 50000 people will die. We were demanding for Navy help for four days. Airlifting is the only solution. Please please please,"" Chengannur MLA Saji Cherian broke down on TV. KeralaFloods KeralaFloodsHelpNeeded",@TheQuint,#KeralaFloods #KeralaFloodsHelpNeeded
996,8/17/2018 19:53,TheSamirAbbas,83,"OMG Big crisis !! MLA Cherian said during a TV show today âPlease ask to give us helicopters; 50,000 people will die otherwise... Airlifting is the only solution. Please, please, pleaseâ IndiaForKerala KeralaFloods http://bit.ly/2nLXLmp",@PMOIndia @narendramodi,#IndiaForKerala #KeralaFloods
997,8/17/2018 19:51,BreakingViews4u,250,The Life of a Dog caught in Keralafloods being saved by few good souls is the most heartening video you will see today. Kudos KeralaFloods KeralaSOS KeralaFloodRelief IndiaForKerala IndiaStandsWithKerala StandforKeralapic.twitter.com/rHemUikWHj,@PetaIndia,#Keralafloods #KeralaFloods #KeralaSOS #KeralaFloodRelief # #IndiaForKerala #IndiaStandsWithKerala #StandforKeralapic
1000,8/17/2018 19:41,RahulEaswar,29,Help immediate. Urgent help.. 1000s may die.. helicopters needed. Chenganoor MLA Saji Cherian cries on television. KeralaFloods KeralaFloodRelief â¦,@PMOIndia,#KeralaFloods #KeralaFloodReliefhttps
1004,8/17/2018 19:24,UKSRKUniverse,72,A salute to your big heart and beautiful way of thinking ... we SRKians aspire to be as pure hearted as you KeralaFloods pic.twitter.com/hvEbrno7y3,@iamsrk,#KeralaFloods
1005,8/17/2018 19:20,beefsamosa,996,Airdropping of Food & Medicines to the needy people who were isolated in KeralaFloods was cancelled due to's visit; security reasons. WHAT A TRAGEDY !! KeralaFloodRelief KeralaSOS,@PMOIndia,#KeralaFloods #KeralaFloodRelief #KeralaSOS
1008,8/17/2018 19:01,CMOKerala,176,CM Pinarayi Vijayan received the Honâble Prime Minister Narendra Modi at Thiruvananthapuram airport. KeralaFloods pic.twitter.com/hJ0AOHLDjp,@PMOIndia @KeralaGovernor,#KeralaFloods
1010,8/17/2018 18:55,Shehla_Rashid,1337,âFifty thousand people will die in Chengannur tonight if army choppers fail to deliver immediate aidâ: MLA from Kerala pleads for military assistance. http://www.doolnews.com/fifty-thousand-people-will-die-in-chengannur-tonight-if-army-choppers-fail-to-deliver-immediate-aid-mla-from-kerala-pleads-for-military-assistance.html â¦ KeralaFloods Chengannur,@narendramodi @nsitharaman,#KeralaFloods #Chengannur
1018,8/17/2018 18:18,MyFellowIndians,32,"340 Dead, 1000's Homeless & Displaced in KeralaFloods Instead of walking 10 mins for AtalBihariVajpayee & Cameras, could have paid the ultimate tribute to him, by actually acting like a PM & showing its IndiaForKerala Release 1000 cr that Kerala needs.pic.twitter.com/SiwY23Cujh",@narendramodi,#KeralaFloods #AtalBihariVajpayee #IndiaForKerala #Kerala
1020,8/17/2018 18:06,kbfc_manjappada,189,Please retweet it!!! We need rescue team for chengannur immediately KeralaFloods KeralaSOS KeralaRescue KeralaFloodRelief.twitter.com/u00cHa1lOr,@narendramodi @PMOIndia @nsitharaman @indiannavy @adgpi @NDRFHQ @DefenceMinIndiapic,#KeralaFloods #KeralaSOS #KeralaRescue #KeralaFloodRelief
1022,8/17/2018 18:00,AdiSRKian,86,. Working Hard And Doing All They Can To Help The People In Need In Kerala. So Proud Of You Guys. KeralaFloods IndiaForKeralapic.twitter.com/DjE2MZ0Yfm,@Srk_bangalore @iamsrk,#KeralaFloods #IndiaForKeralapic
1027,8/17/2018 17:46,BluePilgrims,82,@PMOIndia we need rescue team for chengannoor StandWithKerala Indianmilitary militarycansaveus KeralaFloods KeralaSOS KeralaRescue KeralaFloodRelief Please retweet this . 50 people have died and there are dead bodies floating on water . Urgent !pic,@PMOIndia,#StandWithKerala #Indianmilitary #militarycansaveus #KeralaFloods #KeralaSOS #KeralaRescue #KeralaFloodRelief
1031,8/17/2018 17:38,aavishhkar,27,"If Cuteness had a face, it would look like and her contribution for KeralaFloods shows she has a generous and equally cute heart. Kudos Girl  â¦",@aliaa08,#KeralaFloods
1033,8/17/2018 17:36,MirrorNow,544,Kerala State govt has launched an online portal to send aid & relief to those stranded in Kerala. IndiaForKerala Log on to: http://keralarescue.in gets more details. KeralaFloods StandWithKerala DoForKerala KeralaFloodRelief KeralaSOSpic.twitter.com/345ZcBhaRK,@shaayaan,#IndiaForKerala #KeralaFloods #StandWithKerala #DoForKerala #KeralaFloodRelief #KeralaSOSpic
1039,8/17/2018 17:19,avn_akyl,160,"Save chengannur !!!!! It's about life for 50,000 people. Choppers should be allowed for air lifting . Other wise twmrw mrng india will hear the saddest news.We are begging for our rights. Please help us Chengannur KeralaFloods",@PMOIndia @narendramodi @nsitharaman,#Chengannur #KeralaFloods
1040,8/17/2018 17:17,rhevanth95,681,Hello Chennai This is to inform you that will be a collecting centre from Saturday 18.08.2018 (12pm) to Monday 20.08.2018(12pm) to collect d essentials you would like to contribute to KeralaFloods . It will be sent across to the needy in proper means Doyourpart,@RohiniSilverScr,#KeralaFloods #Doyourpart
1041,8/17/2018 17:16,DefenceMinIndia,143,"Update on OpMadad: Indian Armed Forces are working closely with the state administration and in executing relief tasks such as transport of food, fresh water, restoration of connectivity and construction of bridges. KeralaFloods pic.twitter.com/dDrunAqr5Q",@NDRFHQ @nsitharaman,#OpMadad #KeralaFloods
1046,8/17/2018 16:49,SaanjuS,79,"Real face of communism! When ji flying to Kerala and whole IndiaForKerala ,the communist state minister flying to Germany to attend a private function. KeralaFloods PMModiWithKeralampic.twitter.com/o8ibcA4Y0T",@PMOIndia @narendramodi,#IndiaForKerala #KeralaFloods #PMModiWithKeralampic
1050,8/17/2018 16:41,unnis_m,155,CHENGANNUR MLA SAJI CHERIYAN SAYS IF THE AIR RESCUE OPERATIONS ARE NOT INTENSIFIED THOUSANDS WILL DIE .. NEED URGENT STEPS.. StandWithKerala KeralaFloods,@Zakka_Jacob @sardesairajdeep @ShivAroor @ShekharGupta @tinucherian @SreenivasanJain @DefenceMinIndia,#StandWithKerala #KeralaFloods
1059,8/17/2018 16:02,abpnewstv,261,Delhi CM announces Rs 10 crore relief for flood-hit Kerala. KeralaFloods,@ArvindKejriwal,#Delhi #Kerala #KeralaFloods
1062,8/17/2018 15:55,ZoomTV,353,. helps out those affected by the KeralaFloods  â¦,@iamsrk,#KeralaFloods
1063,8/17/2018 15:46,shreyadhoundial,32,Look who the rescued in Idduki Village today. Big salute to all men and women involved in KeralaFloods relief and rescue. pic.twitter.com/KmrKzqr3R8,@IndiaCoastGuard,#KeralaFloods
1065,8/17/2018 15:34,BDUTT,836,And this is the cdr Vijay Verma who evacuated Sajitha to safety so she could deliver her child two hours later. God bless. KeralaFloods pic.twitter.com/nKGeWwm0G5,@indiannavy,#KeralaFloods
1066,8/17/2018 15:20,balachandranbs,103,THANK YOU for the beautiful coverage on KeralaFloods . It will make a difference. People in other parts of the country will now understand the gravity of the situation in Kerala,@sardesairajdeep,#KeralaFloods
1068,8/17/2018 15:10,KuldeepKadyan,287,Pls Donate Something for People in Kerala Iâll also donate 5â¹ per RT and 10â¹ Per Follower Max 2100/-  Online Link . . . . IndiaForKerala KeralaFloodRelief KeralaFloods,@CMOKerala @ArvindKejriwal @PMOIndia @cmohry @NaveenJaihind,#Kerala #IndiaForKerala #KeralaFloodRelief #KeralaFloods
1075,8/17/2018 14:53,RaviSinghKA,72,Kerala Floods : Our India based volunteers are cooking and providing hot meals to those affected by the floods in Kerala .. Heroes KeralaFloods.twitter.com/gutzogUf8k,@ashishskynews @CMOKerala @ravishndtvpic,#Kerala #Heroes #KeralaFloods
1079,8/17/2018 14:42,sumanthraman,262,"Kudos to and his team of Govt. Officials and staff. By all accounts he and they have been doing a great job. Hands on, very visible and a calming influence. Sometimes a crisis brings out the best in men. KeralaFloods",@CMOKerala,#KeralaFloods
1080,8/17/2018 14:41,aavishhkar,346,"Without doing any show off, or telling any media houses.. that's what I call CHARITY , that's What Bhagvad Geeta & Quran talks about Charity.. and that's SHAH RUKH KHAN for you !!! Respect you dil se sir KeralaFloods  â¦",@iamsrk,#KeralaFloods
1082,8/17/2018 14:29,FFNEWS6,82,News coming in that megastar ShahRukhKhan has donated for KeralaFloods. He rises to the occasion and makes sure he contributes to the nation. Other celebrities like & ARRehman rise to the occasion too IndiaStandsWithKerala IndiaforKerala â¦,@iamsrk @SrBachchan,#ShahRukhKhan #KeralaFloods #ARRehman #IndiaStandsWithKerala #IndiaforKeralahttps
1083,8/17/2018 14:17,pinkvilla,284,KeralaFloods: ResulPookutty thanks Shah Rukh Khan for his generosity and quick action - http://www.pinkvilla.com/entertainment/news/kerala-floods-resul-pookutty-thanks-shah-rukh-khan-his-generosity-and-quick-action-423439 â¦ ShahRukhKhan,@iamsrk,#KeralaFloods #ResulPookutty #ShahRukhKhan
1084,8/17/2018 14:16,PunjabGovtIndia,42,Chief Minister Singh has announced Rs. 10 crore worth of immediate relief for the flood-ravaged state of Kerala....(1/2) KeralaFloods KeralaFloodRelief,@capt_amarinder,#KeralaFloods #KeralaFloodRelief
1087,8/17/2018 14:07,PreetiSMenon,56,Thank you Aal states must rise to the occasion and support relief work KeralaFloods,@ArvindKejriwal,#KeralaFloods
1091,8/17/2018 13:37,kbfc_manjappada,295,Please Retweet Maximum . 2nd phase started . We have collected 1and Half tons Essentials and have Distributed in the 1st Phase . KeralaFloods Weshallovercome KeralaFloodReliefpic.twitter.com/v9u8TxCby7,@KeralaBlasters,#KeralaFloods #Weshallovercome #KeralaFloodReliefpic
1093,8/17/2018 13:35,eOrganiser,198,SaveKerala KeralaFloodRelief Kerala Prant Sanghachalak&Prant Karayavah appeal to the Nation to rise to the occasion by lending your helping hands to the victims of KeralaFloods Donate generously to SevaBharati flood relief fund.twitter.com/QndQPGZ5Q6,@RSSorg @narendramodi @PMOIndiapic,#SaveKerala #KeralaFloodRelief #KeralaFloods #SevaBharati
1094,8/17/2018 13:34,sridevisreedhar,301,"Nayanthara donates 10 Lakhs for KeralaFloods to the Distress relief fund. A timely, noble gesture by Nayan, the first actress from south to help the needy people of Keralapic.twitter.com/gKkSD6w731",@CMOKerala,#Nayanthara #KeralaFloods
1101,8/17/2018 12:52,SRKUniverse,420,KING KHAN Always there when his country & people need him! KeralaFloods  â¦,@iamsrk,#KeralaFloods
1105,8/17/2018 12:30,MahilaCongress,95,Kudos to for airlifting a full term pregnant lady who later gave birth to a baby boy. KeralaFloods is amongst the worst to hit state in a century. We pray for strength and luck to all fighting the odds. pic.twitter.com/Pt2MNLRDUV,@indiannavy,#KeralaFloods
1106,8/17/2018 12:26,MirrorNow,237,"A pregnant woman who was airlifted & taken to a shelter earlier today, has given birth to a baby boy. KeralaFloods IndiaForKerala StandWithKerala DoForKerala KeralaFloodRelief KeralaSOS.twitter.com/pjcvhsyofw",@fayedsouzapic,#KeralaFloods #IndiaForKerala #StandWithKerala #DoForKerala #KeralaFloodRelief #KeralaSOS
1108,8/17/2018 12:13,BPCLimited,128,"Team at Trivandrum reached Kuttunadu, a heavily flooded and isolated place near Trivandrum in Kerala thru boat with food, water & blankets for people. Bharatgas Trivandrum LPG distributors supplied LPG cylinders to the affected areas through boat. KeralaFloods pic.twitter.com/97ylgk9s1e",@BPCLimited,#KeralaFloods
1111,8/17/2018 12:08,AkshayMarathe,68,AAP's monthly newsletter sent out today appeals to all subscribers to donate to the Relief Fund to support our brethren in Kerala. KeralaFloods pic.twitter.com/6Ty4D778to,@CMOKerala,#KeralaFloods
1118,8/17/2018 11:14,resulp,1621,I have personally reached out to most of them and were quick to react and we are consolidating our fare share of help to Keralafloods and my fraternity says istandwithkerela Iâm humbled! Thank you so much !,@SrBachchan @iamsrk @arrahman,#Keralafloods #istandwithkerela
1119,8/17/2018 11:10,bhogleharsha,199,The flood in Kerala is a national calamity. Trust and will rush relief and medical requirements. Social service orgns and NGOs can only do that much. keralafloods,@PMOIndia @NDRFHQ,#keralafloods
1121,8/17/2018 11:06,resulp,378,"KeralaFloods: Bollywood says IStandWithKerala Stars, including among others, took to social media to persuade everyone to donate to the Chief Minister's fund for the aid of the flood-hit people.",@SrBachchan @iamsrk @Varun_dvn @AnushkaSharma @juniorbachchan @FarOutAkhtar,#KeralaFloods #IStandWithKerala
1128,8/17/2018 10:11,anivar,129,"Join us on a Hackday to support keralafloods relief efforts Tomorrow (18th Aug) 10AM onwards at office, Indiranagar, Bangalore. Please RT widely cc:",@Mapbox @naveenpf @geohacker @thej @nikhilnarayanan,#Hackday #keralafloods
1136,8/17/2018 9:21,AjitPawarSpeaks,94,"The KeralaFloods seems to be getting worse. Apart from the efforts of the Centre, all State Govts, including, should assist in whatever way they can to bring relief to the flood affected regions. I pray for the safety and well-being of the people of Kerala.",@CMOMaharashtra,#KeralaFloods
1137,8/17/2018 9:19,VijayFansTrends,140,You can contribute to the Kerala Chief Minister Distress Relief Fund using Now! KeralaFloodRelief KeralaFloods pic.twitter.com/0SqqF0aPqb,@Paytm @CMOKerala,#KeralaFloodRelief #KeralaFloods
1145,8/17/2018 7:48,nikhilchinapa,84,"Dear,,, Bangalore is home to the elite Parachute Regiment, the Madras Engineering Group and Army Service Corps regiments. Their deployment for relief work in KodaguFloods and KeralaFloods would be invaluable.",@PMOIndia @nsitharaman @rajnathsingh @ShivAroor @sardesairajdeep,#Bangalore #KodaguFloods #KeralaFloods
1147,8/17/2018 7:41,nareshbahrain,166,"This is my best friends house in Chalakudy. I alerted him about flood in the morning after tweeted about the same. He shifted to his sisters place at a higher area.This was around 9am. By 5pm, see what has happened to his house(tiled one) keralaFloods Keralapic.twitter.com/k2pYx3YZeM",@jamewils,#Chalakudy #keralaFloods #Keralapic
1153,8/17/2018 7:10,nsitharaman,278,Additional motorboats being hired by Navy/CGuards. Additional helicopters being sent by Air Force to all districts of Kerala. KeralaFloods,@DefenceMinIndia @PIBTvpm,#KeralaFloods
1159,8/17/2018 6:32,RahulEaswar,58,"Would personally request National Media to cover KeralaFloods more. We are facing a disaster of ""magnitude that happens only once in a Century. We want financial & moral support from all India IndiaStandsWithKerala â¦",@TimesNow @republic @ndtv @CNNnews18 @IndiaToday @NewsX @ANIhttps,#KeralaFloods #IndiaStandsWithKerala
1167,8/17/2018 5:41,SnehaMKoshy,54,"I am awe-struck by the amazing resilience of locals, who are seeing their houses entirely inundated, for the first time in their lives. Their agonies wrapped in a smile! Kerala KeralaFloods.twitter.com/Wgod4PlYtk",@ndtvpic,#Kerala #KeralaFloods
1168,8/17/2018 5:40,CMOKerala,382,"CM Pinarayi Vijayan spoke to Prime Minister Narendra Modi. PM inquired about the flood situation. In many places, the rains continue to remain strong and therefore a serious situation exists. KeralaFloods",@PMOIndia,#KeralaFloods
1169,8/17/2018 5:38,LMKMovieManiac,436,Dhanush donates 15 Lakhs for KeralaFloodRelief KeralaFloods,@dhanushkraja,#Dhanush #KeralaFloodRelief #KeralaFloods
1171,8/17/2018 5:16,RIAZtheboss,134,".The TamilFilmIndustry has left no stones turned in lending a helping hand to d victims of KeralaFloods .Joining d bandwagon is Actor Dhanush, who has donated Rs.15 lacs to d Kerala CM Distress Relief Fund. KeralaFloodReliefs",@dhanushkraja @ash_r_dhanush @vinod_offl,#TamilFilmIndustry #KeralaFloods #Dhanush #CM #KeralaFloodReliefs
1186,8/17/2018 3:49,ShashiTharoor,497,"To the well-meaning folks who have asked me to approach the â¦© on KeralaFloods: only the Govt of India is authorised to seek help from theUN, not individual MPs, &Kerala Govt is not seeking such help either now. We are coping w/our own resources  â¦",@UN,#KeralaFloods
1189,8/17/2018 3:41,unnis_m,394,"More scary visuals from Kerala. Visuals of a house collapsing in Puzhakkattiri, near Valanchery. Rain and Water logging continues in several districts. StandWithKerala KeralaFloods.twitter.com/ygmFSclNdx",@jamewils @Zakka_Jacob @AnandKochukudy @legaljournalistpic,#StandWithKerala #KeralaFloods
1193,8/17/2018 2:54,arunjei,114,"Complete breakdown of Communication networks makes the rescue relief coordination difficult , air force rescue operation started, none of the control rooms in districts couldn't be reached, phones are dead. Situation grim in Kerala KeralaFloods",@IndianExpress,#KeralaFloods
1194,8/17/2018 2:50,AOLSwamiji,142,Gurudev âs message to Keralites ( KeralaFloods pic.twitter.com/dbMPN6uean,@SriSri @ArtofLiving @CMOKerala @manoramanews @asianetnewstv @mbnewsin @MalayalaManorma @DDNewsMalayalam @ANI @alphonstourism @chennithala @Mohanlal @dulQuer @ikamalhaasan @TVMohandasPai @mohandastg @gayathri_asokan @PMOIndia,#KeralaFloods
1203,8/16/2018 22:18,a_a_nair,40,They are not burning their midnight oil studying for their exams or for doing any assignment. They all are awake to make sure that everyone in Kerala is safe. Proud of and team for your selfless support. KeralaFloodRelief KeralaFloods KeralaSOS â¦,@ayudh_india @AMRITAedu,#KeralaFloodRelief #KeralaFloods #KeralaSOShttps
1206,8/16/2018 21:24,tinucherian,25,Nice to see has provided a direct link in its app to contribute to KeralaFloodRelief CM's Distress Relief Fund. Well done. Thank you . KeralaFloods pic.twitter.com/TV3B9mX3vd,@Paytm @vijayshekhar @Soniadhawn,#KeralaFloodRelief #KeralaFloods
1212,8/16/2018 19:29,excomradekerala,48,"KeralaFloods It's heard that a private TV channel spread fake news that Indian Army is withdrawing from the rescue operations in Kerala! If it's true, must initiate a probe and take action the channelpic.twitter.com/nMMdHwbWdr",@MIB_India @PMOIndia @DefenceMinIndia,#KeralaFloods
1218,8/16/2018 18:48,suresh_7120,261,"URGENT HELP: My colleague parents are stuck in house for last 48 hrs.. Location - Road to the left side of Edanad Shivan temple,, the first left on that road 100 meters inside, last house on the right side have Gates in front. Pls contact 9742073339 KeralaFloods.twitter.com/wagyjaX7T5",@CMOKeralapic,#KeralaFloods
1219,8/16/2018 18:45,filmfare,25,".,,,,, and others do their bit for KeralaFloods victims. LetsHelpKerala PrayForKerala â¦",@SrBachchan @vidya_balan @juniorbachchan @ayushmannk @deespeak @NehaDhupia,#KeralaFloods #LetsHelpKerala #PrayForKeralahttps
1224,8/16/2018 17:45,CarDroidusMax,113,"Iâve a folder on my laptop called âShitheadsâ, with screenshots of all the vile things sanghis have said about KeralaFloods When this is over - yes this too shall pass - I and every able bodied willing Malayali I can find will make sure will pay for this. pic.twitter.com/yPV3izqEKo",@BJP4Keralam,#KeralaFloods
1235,8/16/2018 16:52,LMKMovieManiac,77,"I donated my bit, will do more! Hope all of us can pitch in and help our ppl in Kerala.. KeralaFloodRelief KeralaFloods pic.twitter.com/TFD1kAnwNA",@CMOKerala,#Kerala #KeralaFloodRelief #KeralaFloods
1240,8/16/2018 15:52,ShashiTharoor,216,"Onam holidays for all schools in Kerala will commence from 17th Aug & reopen 29th Aug. Request to align the holidays of Kendriya Vidyalaya schools also to these dates, considering the crisis situation. KeralaFloods",@PrakashJavdekar,#KeralaFloods
1244,8/16/2018 15:34,ShraddhaKapoor,1061,"Praying for everyone affected by the KeralaFloods. The state really needs our help and every donation, no matter how big or small, will count. Here are some details of how to donate tos distress relief fund and other helpline numbers pic.twitter.com/eezFJRE2Dv",@CMOKerala,#KeralaFloods
1246,8/16/2018 15:22,MomentsIndia,251,"Death toll rises to 94 in KeralaFloods and over 160,000 displaced people are in relief camps as appeals for help. â¦",@CMOKerala,#KeralaFloods
1247,8/16/2018 15:15,niravuparambil,395,"Hey Paid Media, keralafloods There is a state called Kerala which is affected by floods, All 44 rivers are overflowing, 33 dams have released waters. Why there is no coverage ? pic.twitter.com/8rmvFTQ1m9",@TimesNow @republic @IndiaToday @aajtak,#keralafloods
1252,8/16/2018 14:41,arjunk26,205,Please help the people who have been affected by the floods in Kerala. Spread the word! KeralaFloods StandWithKerala.twitter.com/beLRCe7V07,@CMOKeralapic,#KeralaFloods #StandWithKerala
1254,8/16/2018 14:30,KoomarShah,212,More than 79 dead over 1 Lakh displaced in Kerala and in Delhi doesn't see this as a National Calamity? doesn't have time to visit Kerala Powerless Home Minister sent with Peanuts (100Cr). Shame On You Modi ji! IndiaStandsWithKerala KeralaFloods pic.twitter.com/BZDQnDXCi6,@BJP4India @PMOIndia,#IndiaStandsWithKerala #KeralaFloods
1257,8/16/2018 14:01,DaaruBaazMehta,275,"There is a Birthday cake picture of being spread. 1. It's from today morning when volunteers went to greet him 2. After cutting the cake, he requested volunteers not to celebrate as Atal ji is not well 3. He requested volunteers to donate to KeralaFloods",@ArvindKejriwal,#KeralaFloods
1265,8/16/2018 13:21,Sarithasbalan,110,Keralafloods fishermen from Kollam who carried out rescue operations in Pathanamthitta.twitter.com/puOW0psOsM,@thenewsminutepic,#Keralafloods #Pathanamthitta
1267,8/16/2018 13:16,LMKMovieManiac,327,. has donated 10 Lakhs to the Kerala CM distress relief fund for KeralaFloodRelief KeralaFloods,@Siva_Kartikeyan,#KeralaFloodRelief #KeralaFloods
1270,8/16/2018 12:44,ProfCong,202,We urge all our fellows & friends to urgently support the ongoing relief efforts in Kerala. Many have lost their lives and many more are stranded in temporary shelters. Please support by generously donating to's relief fund. KeralaFloods ,@CMOKerala,#Kerala #KeralaFloods
1279,8/16/2018 11:16,LMKMovieManiac,188,"Producer BunnyVas announces on behalf of that the total share that GeethaGovindam shall collect from Kerala, will be donated towards KeralaFloodRelief.. Such a noble gesture .. KeralaFloods",@GeethaArts,#BunnyVas #GeethaGovindam #KeralaFloodRelief #KeralaFloods
1283,8/16/2018 10:48,annavetticad,888,"The only Indian English channel doing justice to the KeralaFloods is. The rest don't deserve to be called ""national"" media. Watch Sneha Mary Koshy's unrelenting and sensible coverage .",@ndtv @SnehaMKoshy @PrannoyRoyNDTV @soniandtv @Nidhi @vikramchandra @SreenivasanJain,#KeralaFloods
1284,8/16/2018 10:46,pratheesh,239,"General procedure to get help in KeralaFloods 0. Do not panic. 1. Get coordinates. Use WhatsApp location sharing or Google Maps to get it, or call 1077. 2. Call regional helpline numbers and inform them the coordinates. 3. Not working? Call at 0471-2333812, 233682.",@cmokerala,#KeralaFloods
1285,8/16/2018 10:29,SKNonline,241,Producer Bunny Vas announces on behalf of the total share of GeethaGovindam collects in Kerala will be donated to KeralaFloodRelief KeralaFloods pic.twitter.com/lnPPoZ3FEQ,@GeethaArts,#GeethaGovindam #KeralaFloodRelief #KeralaFloods
